"b_player_position_MF2","b_player_position_MF3","b_player_position_MF4","b_player_position_MF5","b_player_position_MF6","b_player_position_ST2","b_player_position_ST3","b_player_position_ST4","b_player_position_ST5","b_player_position_ST6","b_foot_R2","b_foot_R3","b_foot_R4","b_foot_R5","b_foot_R6","b_greak_gk_yes2","b_greak_gk_yes3","b_greak_gk_yes4","b_greak_gk_yes5","b_greak_gk_yes6","b_location_A2","b_location_A3","b_location_A4","b_location_A5","b_location_A6","b_location_H2","b_location_H3","b_location_H4","b_location_H5","b_location_H6","b_round_Final2","b_round_Final3","b_round_Final4","b_round_Final5","b_round_Final6","b_round_Group2","b_round_Group3","b_round_Group4","b_round_Group5","b_round_Group6","b_round_KO2","b_round_KO3","b_round_KO4","b_round_KO5","b_round_KO6","b_round_match_place_32","b_round_match_place_33","b_round_match_place_34","b_round_match_place_35","b_round_match_place_36","b_round_Quarter-Final2","b_round_Quarter-Final3","b_round_Quarter-Final4","b_round_Quarter-Final5","b_round_Quarter-Final6","b_round_Semi-Final2","b_round_Semi-Final3","b_round_Semi-Final4","b_round_Semi-Final5","b_round_Semi-Final6","b_competition_grouped_Copa_America2","b_competition_grouped_Copa_America3","b_competition_grouped_Copa_America4","b_competition_grouped_Copa_America5","b_competition_grouped_Copa_America6","b_competition_grouped_Cup2","b_competition_grouped_Cup3","b_competition_grouped_Cup4","b_competition_grouped_Cup5","b_competition_grouped_Cup6","b_competition_grouped_EL2","b_competition_grouped_EL3","b_competition_grouped_EL4","b_competition_grouped_EL5","b_competition_grouped_EL6","b_competition_grouped_EM2","b_competition_grouped_EM3","b_competition_grouped_EM4","b_competition_grouped_EM5","b_competition_grouped_EM6","b_competition_grouped_League2","b_competition_grouped_League3","b_competition_grouped_League4","b_competition_grouped_League5","b_competition_grouped_League6","b_competition_grouped_NL2","b_competition_grouped_NL3","b_competition_grouped_NL4","b_competition_grouped_NL5","b_competition_grouped_NL6","b_competition_grouped_Qualification2","b_competition_grouped_Qualification3","b_competition_grouped_Qualification4","b_competition_grouped_Qualification5","b_competition_grouped_Qualification6","b_competition_grouped_UCL2","b_competition_grouped_UCL3","b_competition_grouped_UCL4","b_competition_grouped_UCL5","b_competition_grouped_UCL6","b_competition_grouped_WM2","b_competition_grouped_WM3","b_competition_grouped_WM4","b_competition_grouped_WM5","b_competition_grouped_WM6","b_competition_grouped_WMCUP2","b_competition_grouped_WMCUP3","b_competition_grouped_WMCUP4","b_competition_grouped_WMCUP5","b_competition_grouped_WMCUP6","b_Importantness_Game_22","b_Importantness_Game_23","b_Importantness_Game_24","b_Importantness_Game_25","b_Importantness_Game_26","b_Importantness_Game_32","b_Importantness_Game_33","b_Importantness_Game_34","b_Importantness_Game_35","b_Importantness_Game_36","b_Importantness_Game_42","b_Importantness_Game_43","b_Importantness_Game_44","b_Importantness_Game_45","b_Importantness_Game_46","b_Importantness_Game_52","b_Importantness_Game_53","b_Importantness_Game_54","b_Importantness_Game_55","b_Importantness_Game_56","b_asc_TC","b_asc_TR","b_asc_BL","b_asc_BC","b_asc_BR","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4224.96882843975
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4224.96882843975
-0.128533333190717,-0.0949333334574476,0.197866666712798,-0.0965333325439133,0.17226666532224,-0.257333334593568,-0.178933334245812,0.509066665836144,-0.228533333574887,0.339466666628141,-0.29519999952754,-0.267999999050517,0.653600000077859,-0.279199999931734,0.359199999365956,-0.0648000001092442,-0.0471999999717809,0.114399999438319,-0.0535999992280267,0.106399999640416,-0.141866666672286,-0.113066667108797,0.269333332835231,-0.119466667820234,0.208533332624938,-0.199733334011398,-0.140533332887571,0.392266667040531,-0.193333334755153,0.280266665504314,-0.0207999997655861,-0.0127999999676831,0.0367999993613921,-0.0224000003072433,0.0287999995634891,-0.136799999745563,-0.0487999990582466,0.195999999414198,-0.0952000002143905,0.130400000489317,-0.000266666756942868,-0.000266666756942868,0.00133333378471434,-0.000266666756942868,-0.000266666756942868,-0.000800000270828605,0.000800000270828605,0.000800000270828605,0.000800000270828605,-0.000800000270828605,-0.0333333329763264,-0.0269333337200806,0.0562666667974554,-0.0333333329763264,0.0466666664578952,-0.010133333853446,-0.00693333277013153,0.0394666654756293,-0.0197333341930062,0.00906666682567448,-0.00586666719755158,0.00373333314200863,0.000533333513885737,-0.00426666665589437,0.00853333331178874,-0.0656000003800728,-0.0367999993613921,0.103999998827931,-0.0656000003800728,0.0815999999758788,-0.0213333332794719,-0.0117333329399116,0.0458666661870666,-0.0133333334815688,0.00906666682567448,-0.0272000004770234,-0.015999999595806,0.047999998787418,-0.0272000004770234,0.0272000004770234,-0.203199998941273,-0.180800000089221,0.420799999847077,-0.192000000970438,0.334399999701418,-0.0031999996281229,-0.00159999908646569,0.00640000071143732,-0.0031999996281229,0.0031999996281229,-0.0199999994947575,-0.00240000081248581,0.0344000000040978,-0.0151999993249774,0.0167999998666346,-0.0237333340919577,-0.018933332466986,0.0418666677433066,-0.0221333335503005,0.0482666669995524,-0.0383999999030493,-0.0127999999676831,0.0495999993290752,-0.0192000006791204,0.023999999393709,-0.000533333513885737,-0.000533333513885737,0.00266666756942868,-0.000533333513885737,-0.000533333513885737,-0.00986666709650308,-0.0146666658110917,0.0237333326367661,-0.0162666663527489,0.0317333324346691,-0.293866667198017,-0.202666665427387,0.530133332358673,-0.247466667497065,0.410133332479745,-0.0874666671734304,-0.049066667270381,0.163733333465643,-0.0762666677474045,0.0901333332876675,-0.018133333651349,-0.0117333329399116,0.0378666663891636,-0.0229333338211291,0.0202666662517004,-0.417600000218954,-0.289600000542123,0.775999999314081,-0.371200000518002,0.559999998949934,-4206.36294244034
-0.137490113944921,-0.0971274765585784,0.184756168949764,-0.0986061289038079,0.194870872412708,-0.27301273008767,-0.178201777513037,0.493196819421233,-0.238155042237709,0.387165684074062,-0.308891305786369,-0.277087097742053,0.637505663491939,-0.28985797621189,0.404757506044027,-0.0685456269414743,-0.0474271538174712,0.108366624766172,-0.0549833629529011,0.122030510057066,-0.149956334658137,-0.115409505300065,0.258417069571293,-0.122809182138141,0.237631014095192,-0.210544666887799,-0.138996121982694,0.375720780248483,-0.203034163502809,0.319449110678111,-0.0226292293613342,-0.0130293067528486,0.0375072500246084,-0.0246581575788567,0.0327825870430234,-0.146932077444905,-0.0400041731767632,0.17875405088915,-0.0962983793446294,0.144555911718822,-0.00029724266846574,-0.000298258332471708,0.0015423877762763,-0.000297547750542927,-0.000345605574156335,-0.000898408658960804,0.00105791124243119,0.000758810723141295,0.00106078646262354,-0.00105412791141239,-0.0357620907172727,-0.0282255462362338,0.0549035924286428,-0.0358731698311262,0.0530073720477466,-0.00979160959196399,-0.00601799724065895,0.0409919115620613,-0.0216032091070978,0.00901204636118364,-0.0066230360948488,0.00510197110240548,-0.000849886338746015,-0.00467688571205254,0.00994837674061027,-0.0694927385690914,-0.0346752665584889,0.0955103601050466,-0.0696557721338875,0.0916654533896759,-0.0238104508811701,-0.0121647081147777,0.0494292606059901,-0.0140505770288634,0.00938662745821379,-0.0294034475652268,-0.0159370002330027,0.0480880025205918,-0.0294962617823314,0.0300702560460794,-0.213312800815515,-0.186676522069493,0.405468578939741,-0.199893723435855,0.38454734335047,-0.00358751955044854,-0.00164578267676663,0.00691320928220891,-0.00359462119291384,0.0036413901187157,-0.0213866884673754,6.78221663975354e-05,0.0326728299858623,-0.0155462364901842,0.0183927606578374,-0.0240268922903509,-0.0183499595643943,0.0362883314249658,-0.0221388522987336,0.055375370713493,-0.0415495478316683,-0.0105359489033561,0.0453496954015072,-0.0181626701553336,0.0251055608010758,-0.000597384747887515,-0.000599951927420076,0.00310111858884601,-0.000598212280846455,-0.000692297644266963,-0.00952619779167705,-0.0155275165637775,0.0218030363863524,-0.0174122591280608,0.0367749811749107,-0.311905989430133,-0.201429564908134,0.501569616535145,-0.255531516263181,0.468395589861527,-0.0936145500918846,-0.0473357020438457,0.162192304736516,-0.0801690831563529,0.0998495716300507,-0.0190406841569653,-0.0114203094127509,0.0379487459407034,-0.0249982075960314,0.0220733667540443,-0.443087761652363,-0.288703255110229,0.745599415133942,-0.38713562197591,0.635603086166773,-4165.22053697806
-0.26076245875479,-0.0685089915665105,0.0620514704496977,-0.0615168568977316,0.220260487610472,-0.461370325678868,0.00995722809003075,0.557533037207297,-0.286604993905095,0.396479608960909,-0.4044222331162,-0.279735460555455,0.78247610989781,-0.318859428123964,0.111464477079613,-0.108771100883089,-0.00891641228269834,0.0623067032362421,-0.0406520451062928,0.219848040461241,-0.237332771143253,-0.0740602273953911,0.250897393617617,-0.100219256721879,0.290477259197308,-0.318822937366306,0.035550604875246,0.357851988382542,-0.288023578733581,0.323737374046928,-0.0522132449079191,-0.00688262974412204,0.0642821549006304,-0.065150147934035,0.0702496703981458,-0.296314253905363,0.25009503511038,-0.0401244394793223,-0.034436829723307,-0.0375042258875384,-0.000894792533124152,-0.00093100844665785,0.00670576226020224,-0.000905216258197604,-0.00288903902229883,-0.00285560904369274,0.00752391297947711,0.000292353436210355,0.00762856308975441,-0.00894984359483802,-0.0694973782857664,-0.0383367663703254,0.043820599572699,-0.0733842528126657,0.0992662883257102,0.01059654409424,0.0263443634978782,0.0895388040625316,-0.0542778454709305,-0.0473768116667248,-0.0218863553325247,0.039910877371666,-0.0304596370893464,-0.0118629593233585,0.0310407548113038,-0.113446743574722,0.0590782345494869,-0.00985845716483948,-0.119105035449076,0.0601110355815299,-0.0719884987307294,-0.0130497540233775,0.148429921751047,-0.0208386156754809,-0.0350240377866813,-0.0631072858034049,0.0013138932763801,0.0657155861655944,-0.0663702356764007,0.0187854270168852,-0.29940470107406,-0.180222763017449,0.466613569200962,-0.235961576405611,0.570540054814026,-0.0112704470175239,-0.00142033406768307,0.021437226443889,-0.0115194521881963,0.00646683884316963,-0.0407451877404202,0.0710586326656902,0.0228624374538782,-0.0105810468978033,-0.0245294941738671,-0.00866396982086716,0.0155454531702204,-0.0477911929176162,-0.000650583074671165,0.095090722778386,-0.0908766788515436,0.064658315456987,-0.0289917009023937,0.0305337680099989,-0.0625045267602513,-0.00186508826015967,-0.00195693604765098,0.0136533943491117,-0.00189377144420781,-0.00560281252528307,0.0102426762543607,-0.0256398982768148,-0.00457873058650964,-0.0334107186286025,0.0954509320525711,-0.532282650152714,0.0228464277962997,0.38889032833557,-0.24331967754795,0.510169014750183,-0.176992322149005,0.0477943580206099,0.194599093931168,-0.113038192366528,0.0429277171378306,-0.0251087907880544,0.00899919675715826,0.049483028971915,-0.0593787557627393,0.00280656686678468,-0.745211037422425,0.00939847800449872,0.692492191951591,-0.471067388556797,0.654568754535288,-4096.81850733521
-0.354280727328592,-0.18265852795387,0.0397081730095821,0.0168961594432894,0.184904289298527,-0.584114335842277,0.0596424721153165,0.514981272825005,-0.264469655458611,0.480467543789291,-0.370225153228037,-0.540461111899624,0.663730346773532,-0.266564370688242,0.0238463632977286,-0.12071784263459,-0.0274924459731884,0.0369207849013184,0.00189954930474933,0.317710283077617,-0.277547444009588,-0.132456654547263,0.308370228953766,-0.027295206002538,0.27593537011679,-0.361677297986673,0.0905159245581561,0.373966272506728,-0.335987588852697,0.280007965270959,-0.0742935236522601,-0.0243288050945891,0.072540493266707,-0.110493269942649,0.146134013842041,-0.429642474099783,0.377732560234397,-0.213287274758828,0.0670089297240858,-0.177215828111416,-0.00161416339631994,-0.00194984729777992,0.0131306783937454,-0.00166679402639732,-0.00578151700479928,-0.00514405624865346,0.0156368851374269,-0.000117395600981432,0.0168071722742228,-0.0197642254768692,-0.0881884021178049,-0.0925448804900732,-0.023297298726385,-0.110899652983242,0.214014306959035,0.0518515515013194,0.0488499200703666,0.116705661087335,-0.0913964140759134,-0.0850588132703057,-0.0393996354931561,0.0806057381725257,-0.0680204600376162,-0.0202890112847765,0.0596312740741441,-0.133538121330698,0.0698986708284666,-0.102356709863456,-0.169562090464253,0.0453133701034918,-0.126677139177339,-0.0329635725790361,0.247457501368267,-0.0245060990130296,-0.05733800987487,-0.0870616645973725,-0.015760135310042,0.0503780558458073,-0.106738124735161,0.053440083658377,-0.311968680881393,-0.235176344773178,0.593833142416536,-0.208178807305076,0.597457761300601,-0.0203559100690634,-0.00546937078769689,0.0426270712709823,-0.021967703954925,0.0121831017351286,-0.0575222110424276,0.133949066852151,0.015773104588248,-8.28890536183086e-05,-0.0636676936923561,0.0297850079020285,0.00812486345596739,-0.122049630869273,0.0357095865874082,0.145653612917656,-0.131777732268221,0.0833272525657654,-0.154771252247843,0.101063901936106,-0.0878214701096663,-0.00335217314681004,-0.00410794630651131,0.02638945273983,-0.00350231675250521,-0.0108292608804629,0.0481464356881996,-0.0603106507488541,-0.0372801222839064,-0.0502416890369403,0.177256478440991,-0.693065374301022,0.0927181959184156,0.444170753482614,-0.144342830153259,0.352011961994496,-0.22589998966728,0.0373691366131792,0.120320171294089,-0.130041816258641,0.140574418246762,-0.01265024356997,0.0107912646992579,0.0156332358535024,-0.0950930777133539,0.0178015509764414,-0.914684698204816,-0.0154168485714282,0.650184644933099,-0.455861869149576,0.694552024173369,-4071.09054705317
-0.50120545574734,-0.434788140920355,0.0395173504623939,0.153400000032772,0.118252356170873,-0.75321942941615,0.100435654527461,0.491493640710449,-0.196429730686252,0.554566470000522,-0.199869121559357,-1.10354446328892,0.457620952240008,-0.169587464535296,-0.174983119017541,-0.119310988477022,-0.0692129164230985,0.152612507881315,0.0900982819593816,0.337449358009981,-0.310918235325214,-0.26221066568301,0.3775050583192,0.11751316138446,0.274841105073939,-0.384157174399544,0.141714969150182,0.366953664989473,-0.416790902728071,0.23078215502582,-0.109129502876998,-0.0566709939237684,0.139250164930911,-0.201057732825605,0.239260681024314,-0.659975179274922,0.492305516110782,-0.309832084935851,0.230019447935085,-0.477743927293327,-0.00304081791529668,-0.00407013478430122,0.0268444911729869,-0.00321420725612918,-0.0122472333777317,-0.00963838825722774,0.0322236245586296,2.89989908439058e-05,0.0356595310622703,-0.0428581808446355,-0.110993703395718,-0.195819817056893,-0.0204721129866394,-0.187202587578007,0.294393848957364,0.144105344554002,0.0937087924437077,0.188672596414915,-0.166603804014268,-0.180528801274183,-0.0734252817860205,0.16263042490625,-0.13560264041369,-0.0379016276610612,0.110027505960518,-0.150393461809146,0.0434375029949506,-0.156703141192113,-0.28171499793039,-0.048686953487943,-0.232646666078083,-0.0755997412111469,0.437108095257348,-0.032291781331107,-0.0900470001286999,-0.123834359285193,-0.0534586641584059,0.100309075419336,-0.191046149277376,0.0449885865806695,-0.271564593313471,-0.310461049131389,0.532382607145553,-0.118385157997881,0.804676253603446,-0.0382193929226102,-0.0153628348673423,0.0899679301503566,-0.0440544982432434,0.0226231823711649,-0.0859042423339503,0.240321258951927,0.00878001210168378,0.0179603384345756,-0.121437667295489,0.11989305280026,-0.0320430821773085,-0.17855662274576,0.105303748119742,0.187627323783788,-0.200892298086074,0.0875515442660341,-0.26835166856927,0.224839334565975,-0.209744937956135,-0.00628649866228155,-0.00852934165562752,0.0531667596952365,-0.0067849072123633,-0.0222207997075572,0.132766117760758,-0.136114767453224,-0.0703145103654398,-0.0859039911431103,0.314165509610945,-0.934749223298082,0.160901234386743,0.321447928075695,0.0603169525781092,0.283379223922559,-0.28881198066359,-0.00876064212376577,0.284707374896595,-0.175323058220952,0.060021485159741,0.0245029364530394,0.01867250642165,-0.025926256285928,-0.166412752374606,0.0070602350871885,-1.11473703672572,-0.167105109997215,0.710216826806239,-0.432311697641124,0.67146067320401,-4048.02292641431
-0.5917982978035,-0.594202702806222,-0.0482876760946774,0.172322973208999,0.225730343389132,-0.823973338497645,0.183262736416287,0.58664034786939,-0.173023058315579,0.466978349830935,0.063381396599209,-1.4773644459347,0.224185224044024,-0.223284598875539,-0.261520430135605,-0.0917237779843455,-0.0692152246746771,0.260370439029875,0.151259033711432,0.327583233313185,-0.290770892812741,-0.32113226095598,0.417202617789295,0.174189970116355,0.304717031413967,-0.336645571744153,0.213623085706206,0.391381516743234,-0.520265842346093,0.16072618743016,-0.131425421694271,-0.066692975549695,0.18926802054894,-0.283679794466408,0.310419389210054,-0.828352594611849,0.568700448365817,-0.395280432185025,0.21779806716797,-0.455890389695584,-0.00431777298816897,-0.00595353512634803,0.0393409857723505,-0.00464510946592394,-0.0181243118695857,-0.0136371373379368,0.0479826903823953,0.000892757751646068,0.0529052482747165,-0.0648575283965944,-0.116861782069295,-0.257086051628385,-0.0233908959309347,-0.261537361686215,0.339479846697626,0.237022959344877,0.147313347343003,0.218638630519769,-0.237427746425294,-0.243178247110519,-0.103238224419637,0.240414812227117,-0.194948923481199,-0.056522505648612,0.154680543172358,-0.140822555587563,0.0262248499642615,-0.242762006226192,-0.430429541159916,-0.0216204357367171,-0.32492602087934,-0.104557053506993,0.564586413603071,-0.0443676757926621,-0.0798825420850093,-0.145947216157695,-0.067058728280015,0.121209328249127,-0.276490333912532,0.0484413653959463,-0.164615444303756,-0.290008423118893,0.542871264180427,-0.0389153828639534,0.765913338224406,-0.0540809662131179,-0.0239748732150051,0.134071613440292,-0.0666088191748388,0.0346949068671972,-0.105897897592498,0.325733969138616,-0.00623631582284999,0.0173731943034294,-0.124548145395056,0.215404335362258,-0.0702458049002965,-0.206933811640868,0.142653087119653,0.245285968641792,-0.250216184320249,0.101691420965779,-0.336342413646796,0.278087493400114,-0.273536510628574,-0.00890279867732643,-0.0124011468051188,0.0777064252292886,-0.00984514248320775,-0.0326838892760029,0.21837229212013,-0.199698953237994,-0.0694855357801565,-0.126438550752076,0.411460847784408,-1.06627421996061,0.265870689465643,0.250915347369179,0.126435556078037,0.276855976269849,-0.309351622079067,0.00646133103045171,0.398653423068622,-0.256794268427862,0.015710448434145,0.0697224854720304,0.0476869628317892,-0.0866116437499492,-0.23306588169185,-0.00674597207173997,-1.14860617435169,-0.175494434172126,0.776388383133103,-0.58304334252611,0.702408310611831,-4020.71388320348
-0.743088667621345,-0.805113077194383,0.0790944981277817,0.16789511960112,0.190131300375245,-0.90328020342824,0.367293255534845,0.489526656308582,-0.121477659521944,0.578303907081529,0.640830024948424,-2.027885977812,-0.037496606029305,-0.383377661556025,-0.54210891564059,-0.0224674434923345,-0.0246991852414006,0.353198492594562,0.276265222088321,0.378637940852358,-0.216304533469275,-0.363047443128587,0.560533136230127,0.241781288159017,0.297729236735063,-0.198266134651678,0.356441981025544,0.37089248990363,-0.704733022452241,0.146743814160023,-0.170624131064745,-0.0626912283926917,0.275410480057084,-0.433047989609492,0.425018034697758,-1.1269572398066,0.704738873462128,-0.321991461177545,0.123091209731485,-0.403435667782064,-0.00679635148403755,-0.0095308036970642,0.0629489943077343,-0.00740140078577823,-0.0289514213675928,-0.0214375249250459,0.0792273853130385,0.0037650658040835,0.0866602148891399,-0.108901183589847,-0.120791483264105,-0.337226435980407,-0.0638919430912393,-0.39080840578442,0.411116276884205,0.419831575426723,0.265175829071166,0.240898820387359,-0.369532633090347,-0.338157186648523,-0.160687221143447,0.393877785994781,-0.302889216011113,-0.0927222801063396,0.23428431101343,-0.106297044642603,0.0104302948988831,-0.308993610307199,-0.722691695526013,-0.0147929060992244,-0.502561282949057,-0.147517455394808,0.782072973088652,-0.0648544771226187,-0.0436268741888606,-0.184380137407565,-0.066996306725037,0.128130128030394,-0.432180320801232,0.0589607244195139,0.0933254356321085,-0.179073449670157,0.439704268417342,0.115759245217042,0.730297725481915,-0.0848222285796585,-0.0391970529776292,0.221823485376792,-0.111268541621936,0.0573169477867328,-0.140545012394154,0.470598305240595,-0.0075062189253998,0.00728589131344523,-0.109529110330863,0.410353620806999,-0.140715202308491,-0.228688023888879,0.204805495889931,0.351406652786015,-0.339893064648386,0.149814093470299,-0.421142161485402,0.353612706266669,-0.379829321594537,-0.0139927964723711,-0.0196958861033389,0.124675308553318,-0.0157406798656381,-0.0523917655697456,0.390109447766439,-0.31299260705061,-0.0389480505975447,-0.204450948345978,0.566077264263934,-1.25785459739113,0.491874132504395,0.274610031090007,0.186632787580848,0.274542057598906,-0.328353314028163,0.115198065963439,0.474255050125337,-0.395931669844988,0.00863924620854483,0.159847123165541,0.128681520213374,-0.217220546026138,-0.35215011283671,-0.0489795556062549,-1.12068646860391,-0.0522073428801673,0.924512639336411,-0.912980926793669,0.808773688065884,-3979.15594298142
-0.896133263424775,-0.880549991730811,0.0198836857442966,0.26371104332952,0.239240821305743,-0.962719269819508,0.397111249627411,0.584287010151325,0.0240039930061429,0.636740812464182,1.18239524757537,-2.38658257406066,-0.173338086279802,-0.392364283804516,-0.906978794804356,0.0388774590846965,0.0510596936720515,0.314586130438914,0.44300508810318,0.495956397987798,-0.130436835180282,-0.334352637782018,0.534941485098558,0.363105462850196,0.362757949902769,-0.0570907204505342,0.354386049706409,0.498309700205372,-0.784044624794081,0.1553038761226,-0.214623857925265,-0.0328840225393459,0.354332374772033,-0.555969892572472,0.498800967889168,-1.40184837091705,0.744448965203719,-0.193416075349531,0.156156778838703,-0.306039033909823,-0.00924891493651056,-0.0129539518064917,0.0855899842240974,-0.01003017330273,-0.0391728193874933,-0.0293327326510506,0.1098133663283,0.00821606466964451,0.120190907807305,-0.15318768193643,-0.131430023682174,-0.370810570650127,-0.127984900846231,-0.481565417017097,0.446653120250909,0.580219893963712,0.385814806164969,0.236112780528861,-0.48308492095471,-0.392906571943066,-0.216975904257649,0.540910062868266,-0.396216836610908,-0.123775900596331,0.300473329806354,-0.0710636800980599,-0.00536294477310054,-0.357437857721569,-0.936284662136259,-0.0263836258217172,-0.677209039349499,-0.172074307852018,0.922170422077618,-0.0676275089200377,0.0242209384037807,-0.232162194489809,-0.039865339964571,0.09059110331434,-0.551398704490416,0.0719825026663017,0.360554245671391,-0.0746059359088351,0.313081971407513,0.296987722505287,0.756280315680911,-0.115089067054543,-0.051371158834462,0.304866101413409,-0.152738579855531,0.0777604818972038,-0.171624125373622,0.554115700220122,0.0165828348649171,0.0113063151729327,-0.0649862961727827,0.601095809854465,-0.217038726044883,-0.210859869761949,0.28911622581418,0.415777638324796,-0.434761923351722,0.199959230233628,-0.477256938394505,0.463355638570156,-0.464269879853725,-0.0191004015614422,-0.0265415440764115,0.170308887000969,-0.0213300577991879,-0.0714219659893422,0.555142897986255,-0.40870303227079,0.0362341949159744,-0.267000235801273,0.652198884778366,-1.41199934277476,0.581349560693063,0.378158889842893,0.344476473171746,0.383750702356364,-0.353914311407902,0.292490321258874,0.39024412441226,-0.437722489909101,0.05085193336544,0.225264931050981,0.231123435806455,-0.338426013600504,-0.443098702074839,-0.11136276138136,-1.09548092440244,0.050330244305698,1.03772607743382,-0.997974396693127,0.98835340691515,-3938.66188405068
